text,comment_time,title,like_count,reply_count,favorite_count,view_count,retweet_count,is_hot,is_answer,is_bonus,is_reward,reward_count,user_id,followers_count,screen_name,tag,sentiment
硅料价格持续回暖，有利于缓解产业链悲观情绪。根据光伏资讯、硅业分会等数据，硅料最新价格信息显示：N型料成交价9.00-9.50万元/吨，平均为9.13万元/吨，均价周环比上涨2.47%；单晶复投料成交价7.60-8.60万元/吨，平均为8.11万元/吨，均价周环比上涨5.05%；单晶致密料成交价7.40-8.40万元/吨，平...,2023/9/4 14:31,德邦证券：光伏硅料价格回暖，N型电池、钙钛矿等新技术持续突破,2,2,0,22295,0,False,False,False,True,0,4847859916.0,243.0,新能源主题ETF,,Bullish
为什么在这个时候突然减持了一部分比亚迪？因为比亚迪从市值几百亿到现在8000亿市值，投资的性价比明显下降。现在市值8000亿，不可能再涨10倍到80000亿。当然，我不是说比亚迪不会继续上涨，只是投资性价比明显下降，因为几千亿到几万亿，难度大了几个等级。我买股票如果没有10倍回报，会考虑减仓...,2023/8/5 09:06,,9,15,0,22849,1,False,False,False,True,0,2782911760.0,1464.0,情怀6,,Bearish
$新能源(SH000941)$ $新能源(CSI000941)$ $新能源龙头ETF(SZ159752)$159752 新能 源，再跌30%，0.4元附近才是本轮熊市大底！,2023/9/14 08:25,,4,0,0,3133,0,False,False,False,True,0,1944268843.0,3187.0,趋势投资趋势投资2,,Bearish
$新能源(CSI000941)$ $双汇发展(SZ000895)$ $伊利股份(SH600887)$ 早上好,2023/8/29 06:23,,1,3,0,16934,0,False,False,False,True,0,5188003458.0,210.0,我乃无事小神仙,,Neutral
$中证医疗(SZ399989)$ $新能源(CSI000941)$ $半导体(CSIH30184)$走势基本差不多，破底杀A轮结束，进入横盘或反弹，接着可能再跟一轮C杀，C杀可能新低可能不新低，看B反的强度。再熬一熬，黎明终将破晓。,2023/8/29 08:17,,5,1,0,16927,1,False,False,False,True,0,1344991941.0,634.0,老王20块,,Bullish
数据显示，我国已建成世界上数量最多、辐射面积最大、服务车辆最全的充电基础设施体系。中国电动汽车充电基础设施促进联盟发布的数据显示，截至6月底，全国累计建成各类充电桩超过660万台，同比增加69.8%。上半年，公共充电桩增量为35.1万台。与此同时，充电基础设施仍存在着布局不合理、服务...,2023/9/1 20:24,充电桩企业收入90%都是服务费？多元化布局才是常胜之道,3,1,0,24580,0,False,False,False,True,0,6077641915.0,16.0,解局新能源,路人,Bullish
$通威股份(SH600438)$ $光伏50ETF(SH516880)$ $新能源(CSI000941)$ 这波光伏大涨，可以认为是自疫情以来的能源危机所致。卖家主要欧美以及我们的政企部门，大规模扩大光伏发电的比例以至于未来能够取代煤炭等火力发电。同时，新能源的发展又促进储能的协同发展。那么，请问雪球的各位大佬，假...,2023/8/18 17:10,,0,5,0,20376,0,False,False,False,True,0,9408445851.0,8.0,波比波比9494,路人,Bullish
新能源今天在汽车产业链的推动下，表现较好，现在指数来到了2183点，创近1年的低点。MACD和KDJ等技术指标，多头趋势不明显。总的来说，现在新能源的调整时间不断了，随时有反弹的可能。深圳新能源补贴还在继续。深圳市发改委：印发《深圳市关于促进消费的若干措施》。《措施》...,2023/9/18 12:34,汽车产业链爆发，新能源涨近2%，上车吗？,2,0,0,8692,0,False,False,False,True,0,7185507016.0,608.0,富哥爱投资,,Bullish
半导体指数今天波动太大了，主力或在洗筹码，现在还是在20日均线上方，不过下方有跳空的缺口，逢缺必补，向下的概率还挺大的。回补缺口后，向上的走势或将不变。半导体设备厂商明年的资本支出或将变大，周期底部明显。全球晶圆厂设备支出或于2024 年重返成长SEMI国际半导体产业协会...,2023/9/15 15:23,半导体今天冲高回落，5%的波动率，主力什么信号？,0,0,1,22248,0,False,False,False,True,0,7185507016.0,608.0,富哥爱投资,,Bearish
LPR1年，5年利率不变，债市怎么走？今天会是晴天吗？首先从国债期货看，2年期、5年期、10年期三红晴天；其次国债收益率四绿三红，晴转多云；但是1年底国债和10年期国债收益率上扬，债市有压力。今天债市收蛋的概率55开下面是LPR报价，和国债逆回购消息，感兴趣的朋友看下9月1年期贷...,2023/9/20 13:24,9月20号债市收盘播报：LPR利率不变，债市怎么走？,1,0,0,2182,0,False,False,False,True,0,7185507016.0,608.0,富哥爱投资,,Bearish
$新能源ETF(SH516160)$ $新能源(CSI000941)$ 这玩意能锤到天荒地老？？？,2023/9/20 07:54,,2,0,0,4997,0,False,False,False,True,0,3753522413.0,51.0,菜园街小哥,路人,Bearish
今天开盘就快速下杀，消耗了一波空头力量，然后市场又陷入了 无序震荡。因为新能源出口世界第一的刺激，今天汽车方向出现了超跌反弹，塞力斯最强。华为和光刻机继续分化，整体是一个高位震荡，虽然不会立马结束，但操作难度也在提升，已经不是主升阶段了。节前，市场很大概率是无量...,2023/9/18 11:25,,2,0,0,721,0,False,False,False,True,0,4141747480.0,10.0,诸葛亮来也,路人,Bearish
又不行了?新能源车持续调整，还能继续加仓吗?新能源车近期迎来持续调整，不过调整幅度都比较小，并且量能上并没有明显放大，上方抛压还是比较小的。当前已经牢筑底部箱体，并且日线级别和周线级别都处于趋势上方的情况下，短期稳定性还是比较不错的。下方调整空间有限，若是轻仓可以维持定投...,2023/8/10 08:31,,14,0,0,5929,13,False,False,False,True,0,9677538699.0,10361.0,博尔的投资笔记,大V,Bullish
比亚迪王传福：预计2025年中国新能源汽车渗透率有望达60%。8月9日，在比亚迪（002594）第500万辆新能源汽车下线发布会上，比亚迪股份有限公司董事长兼总裁王传福表示，比亚迪在核心技术上持续投入，目前比亚迪已有11个研究院，研发人员9万多人，平均每个工作日专利授权15项。王传福表示，新能...,2023/8/9 20:34,,11,6,1,19606,0,False,False,False,True,0,9680827779.0,9.0,芝士冲咖啡,路人,Bullish
"回复@律动周期研究所: 一声叹息~ $宁德时代(SZ300750)$ $新能源(CSI000941)$$新能源(SH000941)$//@律动周期研究所:回复@律动周期研究所:如果说投资中有铁律的话, 那一定就是估值的均值回归. $宁德时代(SZ300750)$ $新能源(CSI000941)$",2023/8/14 09:16,,6,4,0,10642,0,False,False,False,True,0,1006269237.0,2343.0,律动周期研究所,,Bearish
预计上半年净利润105~117亿之间，扣非是93~103亿，同比增长速度206.99%~240%细看的话，一季度的净利润是41.3亿，扣非是35.6亿，也就是二季度的利润大概在60亿左右。我看了一下分析师的一致性预期，给的全年净利润是268.9亿（Wind数据）。下半年还需要继续努力啊，算了一下要3季度80亿、4...,2023/7/14 20:29,比亚迪的半年度业绩预告简析,11,40,1,66514,0,False,False,False,True,0,1248905760.0,53946.0,基股传声,大V,Bullish
抱怨多的人一般都是从事低端制造业和外贸相关的行业，看不到很多其它现象：比如好些行业的工资为啥还是那么高、酒店的价格为啥一点都不低、新能源车为啥越卖越多、抖音上带货为啥那么火爆。经济转型期，必然有很多人会阵痛，也必然会有很...,2023/8/19 05:59,,2,2,0,5543,1,False,False,False,True,0,9877384182.0,37.0,泡沫之夏日,路人,Neutral
$贵州茅台(SH600519)$ $新能源(CSI000941)$ $伊利股份(SH600887)$ //@走进绿洲:凭借基本分析去判断大方向，凭借技术分析去做实际操作，去判断进场出场位置,2023/8/28 11:24,,1,1,0,4953,1,False,False,False,True,0,5188003458.0,210.0,我乃无事小神仙,,Neutral
$新能源(CSI000941)$ $格力电器(SZ000651)$ $伊利股份(SH600887)$ 入秋之后皮肤干燥,2023/8/31 08:53,,0,2,0,10585,0,False,False,False,True,0,5188003458.0,210.0,我乃无事小神仙,,Neutral
$新能源(CSI000941)$ $伊利股份(SH600887)$ $格力电器(SZ000651)$ 明天买来看,2023/8/31 09:05,,0,2,0,12365,0,False,False,False,True,0,5188003458.0,210.0,我乃无事小神仙,,Bullish
$伊利股份(SH600887)$ $海天味业(SH603288)$ $新能源(CSI000941)$ 晚餐,2023/8/28 16:13,,2,1,0,6772,0,False,False,False,True,0,5188003458.0,210.0,我乃无事小神仙,,Neutral
这两天厦门和湖南省都出台了新政策。扩大新能源汽车消费成了各级政府的共识。除此之外，完善城市公共充电服务网络，优化公路沿线充电基础设施布局，构建高质量的充电服务网络多次被提及，大家都知道，政策提出到落地是需要时间的，对于许多现在有充电桩布局的公司来说，现在就是播种期，好日子在后...,2023/9/1 19:56,,3,0,0,22108,0,False,False,False,True,0,9680827779.0,9.0,芝士冲咖啡,路人,Bullish
充电桩恰逢景气度上升期，即使按照国内公桩数量，车桩比也在7：1以上。而欧美车桩比背离更离谱，欧洲和美国的车桩比，尤其是公桩比，大概超过20：1。比如能链智电、通合科技等企业，具备先发优势，且陆续与国网绑定，海外市场也在逐步开放当中。在全球巨大充电桩需求下，充电桩的业绩兑...,2023/8/31 21:02,充电桩尚处于景气度上升期，摩根士丹利基金：关注新能源等方向投资机会,3,0,0,7051,0,False,False,False,True,0,6077641915.0,16.0,解局新能源,路人,Bullish
$新能源(CSI000941)$ $中国平安(SH601318)$ $伊利股份(SH600887)$ //@躺赢啵啵乐:没有不好的股票 只有不好的操作,2023/8/20 05:57,,0,2,0,7454,1,False,False,False,True,0,9877384182.0,37.0,泡沫之夏日,路人,Neutral
$新能源(CSI000941)$ $中国平安(SH601318)$ $伊利股份(SH600887)$ 转发,2023/8/19 08:44,,0,2,0,6726,1,False,False,False,True,0,9877384182.0,37.0,泡沫之夏日,路人,Neutral
消息汇总：中国证监会近日拟对《上市公司监管指引第3号——上市公司现金分红》《上市公司章程指引》等规则进行修订，交易所也将同步修订《上市公司规范运作指引》。固态电池技术实现重大突破 3分钟左右充电80%今日思路：昨天光刻机全面奔溃，高位也集体走弱，今天很难再去给预...,2023/9/19 08:13,今天就一个字！,1,0,0,500,0,False,False,False,True,0,7273771334.0,0.0,老八爆点,路人,Bearish
今天债市正向消息是央行降准，是否大概5000亿资金，缓解市场资金流动性，偏积极的一方面。但是国债期货今天跌了，什么原因？市场资金紧张了？不应该啊统计局今天公布8月社会消费品零售总额和工业增加值同比数据，经济企稳信号明显总的来说，今天降准，债市大概率晴天！国家统...,2023/9/15 14:40,债市收盘播报，晴转多云,1,0,0,8493,0,False,False,False,True,0,7185507016.0,608.0,富哥爱投资,,Bullish
这几天的成都国际汽车展览会上，能链智电大放光彩啊，充电桩、自动充电机器人、光储充一体化场站建设运营、出海产品检测及认证等多项创新产品和服务，产品丰富，还接入了蔚来、小鹏、理想、现代、问界、岚图、高合、极狐、极氪等主流新能源车企平台，这以后发展不容小觑$新能源(CSI000941)$ $能链...,2023/8/25 19:15,,4,0,0,34978,0,False,False,False,True,0,9680827779.0,9.0,芝士冲咖啡,路人,Bullish
回复@麦田里的麦克斯: 新能源车，我个人觉得可能在消费和医药的后面，因为下跌周期感觉没有到位$新能源(CSI000941)$ $新能源(SH000941)$ $新能源(SZ399941)$//@麦田里的麦克斯:回复@山东步步高:@山东步步高 其实我觉得现在最大的确定性就是不确定因素越来越少但是最大的不确定性就是哪个行业...,2023/7/29 16:42,,5,7,0,18765,1,False,False,False,True,0,2180099462.0,70910.0,山东步步高,大V,Bearish
$新能源(CSI000941)$ $中国平安(SH601318)$ $伊利股份(SH600887)$ 转发,2023/8/19 09:53,,1,1,0,5551,1,False,False,False,True,0,1369662821.0,322.0,致富猫,,Neutral
①智能驾驶+华为概念今天继续走强，$赛力斯(SH601127)$ 周末出半年报，我后台收到太多的询问，已经解释的很累了，目前赛力斯不是炒业绩，而是炒智能驾驶的未来。周末视频《聊聊新款特斯拉和国产新能源股价》已经把很多款车的智能驾驶实测都给大家总结了，好好回看。“智能驾驶如果做到极致了...,2023/9/4 14:55,,0,0,1,42611,0,False,False,False,True,0,9612070004.0,53.0,Bear北熊,路人,Bullish
根据PVInfolink数据，最新多晶硅致密料均价80元/kg，较上周上涨6.7%。150μm的182mm单晶硅片均价3.35元/片，较上周持平。M10/G12电池片（转换效率23%+）均价分别为0.75元/W 、0.73元/W，均较上周持平。N型TOPCon (M10)电池片均价为0.8元/W，较上周持平，仍与P型价格维持0.05元/W溢价。,2023/9/6 09:10,光伏上游价格继续回升，组件价格企稳,2,0,0,15353,0,False,False,False,True,0,9914965277.0,2044.0,平安光伏ETF516180,,Bullish
翔丰华遂宁项目，两期共新建14万吨石墨化和碳化一体化产能，碳化和石墨化都是生产负极的必备工序，一体化建设是负极材料降本增效的重要方式。就石墨化来说，外协加工费一般占生产成本的比重在20-30%，过去两年石墨化涨价，成本占比更高，自供石墨化有助于降低成本。根据华安证券的测算，自供...,2023/8/21 07:50,布局遂宁地区的优势,2,1,0,28850,0,False,False,False,True,0,3539484868.0,445.0,加仓不嘉措,,Bullish
$新能源(CSI000941)$ $中国平安(SH601318)$ $伊利股份(SH600887)$ //@躺赢啵啵乐:没有不好的股票 只有不好的操作,2023/8/20 08:23,,0,1,0,6239,1,False,False,False,True,0,1369662821.0,322.0,致富猫,,Neutral
$比亚迪(SZ002594)$ $新能源(CSI000941)$ $伊利股份(SH600887)$ 转发,2023/8/21 20:09,,0,1,0,9916,1,False,False,False,True,0,9877384182.0,37.0,泡沫之夏日,路人,Neutral
新能源车出口数据亮眼，谈谈出海给国内产业链企业的增量。新能源车国外需求增长迅速，出口销量和占比持续上升，上半年统计，国内整体销量是374.7万辆，新能源车出口53.4万辆，同比增长1.6倍，占比从去年的11.77%上升到14.17%。细分看锂电池行业营收同比25%，而其中锂电池产品出口额同比增长69...,2023/8/21 11:49,出口将是新能车不容忽视的增量市场,0,1,0,17053,1,False,False,False,True,0,3539484868.0,445.0,加仓不嘉措,,Bullish
$海富通股票混合(F519005)$ 在今年一季度从满仓$新能源(CSI000941)$ 飘逸为满仓$人工智能(CSI931071)$ 。最终，殊途同归，一切回到原点，还背了一个“风格飘逸”“左右挨打”的骂名关键是，基金经理吕越超的飘逸来得相当陡峭！去年4季报才说要继续重仓新能源，结果今年1季度就完...,2023/7/21 10:47,,8,9,1,302717,0,False,False,False,True,0,8687456694.0,31994.0,基金复基金,大V,Bearish
从上图可以看出，昨天收蛋的还挺多的。那今天债市从盘面上看偏晴天的状态，但是10年期国债收益率今天有所上涨，对债市有所压力。如果债市好转，买盘多的话，今天大概率晴天！$建信鑫和30天持有期债券C$ $东方臻裕债券C$ $泰信添鑫中短债债券C$ $广发双债添利债券E$ $兴全稳泰债券C$ $长城短债...,2023/9/13 09:04,债基最新估值，有蛋吗,1,0,0,13119,0,False,False,False,True,0,7185507016.0,608.0,富哥爱投资,,Neutral
债市最近波动挺大的，我觉得之前是由于地产政策的影响，导致市场资金流动性的影响。后面可能是很多人为了锁住收益，抛售造成交易性的下跌。今天的话，虽然多云，但是我觉得收蛋的概率有的，一是10年期国债收益率盘中高开低走，偏积极信号。其次周末票息会体现在今天的净值上。1.国债期货...,2023/9/11 15:19,9月11号债市尾盘播报：多云，有蛋吗,1,0,0,3107,0,False,False,False,True,0,7185507016.0,608.0,富哥爱投资,,Bullish
昨天说到半导体受制于60日线（上图中灰色线）今天跌破10日均线（黄色线），在紫色20日均线这能支撑住嘛，保持关注！苹果15今天发布，没啥新意，就是接口变成type-C了虽然说底部很难V字反转，这次回调能破前低吗？苹果秋季新品发布会如期而至，这次iPhone 15全系换装了USB-C接口及灵动岛...,2023/9/13 12:12,半导体出现回调，要补缺口？,1,0,0,20152,0,False,False,False,True,0,7185507016.0,608.0,富哥爱投资,,Bearish
最近这经济真的不行我从事银行贷款利率都3.2%，3.25%这样但依然没有客户做贷款最近跟做房产的聊最近卖房的多，但没有客户买做实体的也不敢贷款扩大规模存存款利率降低，不让支持人存钱但人们又不敢贷款这个局怎么破$中国中免(SH601888)$ $新能源(CSI...,2023/6/13 15:45,,105,166,13,299627,8,False,False,False,True,0,7377966687.0,134.0,学习加情绪,,Bearish
电动车快充进入大规模推广的拐点已至？中信证券认为，随着以比亚迪、小鹏、理想为代表的整车企业，以及宁德时代为代表的电池厂持续发布快充车型/电池产品，认为电动车快充进入大规模推广的拐点已至，建议关注整车、零部件（含电池）、充电桩板块投资机会，其中特别提到了充电桩，称建议布局受益功...,2023/8/18 21:24,,2,0,0,18633,1,False,False,False,True,0,6077641915.0,16.0,解局新能源,路人,Bullish
新能源汽车下乡带动充电桩下乡，选址、运维、利用率等仍然存在挑战。近期，多个一二线城市的充电站充电价格出现上涨。流通协会新能源汽车分会秘书长章弘向贝壳财经记者表示，目前大城市的充电价格上涨，一段时间内不会对于乡村市场有太大影响。他认为，一方面目前很多下沉市场家庭都有私用充电桩，...,2023/8/9 21:46,,1,3,0,5959,0,False,False,False,True,0,6077641915.0,16.0,解局新能源,路人,Neutral
$新能源(CSI000941)$ $能链智电(NAAS)$ 中国电动汽车加速杀入中东，基础配套短缺成最大障碍。中东新能源汽车发展道路上最大的障碍，是由于起步太晚、前期市场教育不足，导致目前像充电桩、修理厂、配件厂这样的整体基础配套较为短缺，驾驶电动汽车出行还非常不方便。在国内，基本上每一个加油...,2023/8/10 21:56,,0,2,0,5746,0,False,False,False,True,0,6077641915.0,16.0,解局新能源,路人,Bearish
"快电 为电动汽车用户提供全方位充电服务。无数个“一键”组合而成的 快电 App,目前已为中国470万电动车提供充换电网络解决方案,并为百余万车主提供直接的充换电服务。车主使用快电,充电桩难找、充电慢、电池老化、维修难等问题$新能源(CSI000941)$ $能链智电(NAAS)$",2023/8/10 22:00,,0,2,0,5236,0,False,False,False,True,0,9680827779.0,9.0,芝士冲咖啡,路人,Bullish
请人修空调这种事，都是男人去做。这段子没有可信度。$新能源(CSI000941)$ $厦门国贸(SH600755)$ $伊利股份(SH600887)$,2023/8/16 07:50,,0,1,0,17671,1,False,False,False,True,0,9949005996.0,322.0,看尽长安花的小散,,Neutral
抱怨多的人一般都是从事低端制造业和外贸相关的行业，看不到很多其它现象：比如好些行业的工资为啥还是那么高、酒店的价格为啥一点都不低、新能源车为啥越卖越多、抖音上带货为啥那么火爆。经济转型期，必然有很多人会阵痛，也必然会有很多人依旧继续赚钱。$新能源(CSI000941)$ $伊利股份(SH600887...,2023/8/19 07:43,,0,1,0,3988,0,False,False,False,True,0,1369662821.0,322.0,致富猫,,Bullish
中证医疗和新能源是真的新低了。 虽然公募表现差吧，但还是要讲事实。$中欧医疗健康混合A(F003095)$ $新能源(CSI000941)$ 查看图片,2023/8/20 18:14,,3,0,0,12149,0,False,False,False,True,0,7091111924.0,162.0,言一的星辰大海,,Bearish
回复@Tonymok: 马斯克回应称，“我认为目前只有5-6台机器人，数量虽然有点少，但未来每个月都会增加。而且关于Optimus机器人，实在是有太多有趣的地方了。”Optimus是特斯拉公司在去年发布的一款智能机器人，其设计目标是能够为人类执行一些危险或无聊的任务，如搬运重物、采购杂货等。$特斯拉(TSL...,2023/7/26 17:50,,8,4,0,35848,1,False,False,False,True,0,3196963352.0,19265.0,Tonymok,大V,Bullish
一个思绪，再好的企业买的贵了，收益也只会平庸，也没有实现财富自由，长期 5-10 年还是太长，生活总是充满了各种不可测变量。减仓盈利的伊利股份，前段时间无故大跌开的仓位，继续看好，有机会继续买进减仓洋河股份，继续看好白酒，就是估值有点高了。这次留好现金仓位，有机会继续加五...,2023/7/31 18:12,,6,2,0,30217,0,False,False,False,True,0,3897314790.0,87.0,嚮前走,路人,Bullish
昨天发了一篇帖子，题目是《三年了还亏损难道不正常？》。有个读者留言说：“道理都懂，但是A股不能盈利是铁证，新能源、白酒医药基金哪个不是坐过山车？”其实我想说的是如果各位在新能源、白酒、医药板块上坐过山车或者被套牢，不是市场的错，而是自身的投资水平有待提高。我在2021年8...,2023/7/26 11:45,新能源被套了怎么办？,3,4,0,13602,1,False,False,False,True,0,7472228910.0,17768.0,丁先生要上进,大V,Bullish
今年消费不行，中国第一大消费市场房地产拉不起来，啊应该尝试着拉汽车市场吗？今年最应该出新能源补贴，购置税补贴的政策的，却没有，以往不需要补贴的却连补几年，到现在都没有任何政策促进消费，都是在喊口号，我们东西很贵，你们快花钱买呀，你们没工作了，快花钱买呀，真搞笑 $新能源(CSI0009...,2023/8/17 00:56,,0,1,0,18297,0,False,False,False,True,0,9664945155.0,19.0,睡到12点出来炒股,路人,Bearish
$贵州茅台(SH600519)$ $新能源(CSI000941)$ $伊利股份(SH600887)$ //@走进绿洲:凭借基本分析去判断大方向，凭借技术分析去做实际操作，去判断进场出场位置,2023/8/28 11:29,,1,0,0,6577,0,False,False,False,True,0,1369662821.0,322.0,致富猫,,Neutral
化学储能，一般的使用寿命，多少年？$新能源(CSI000941)$,2023/8/1 12:10,,1,2,0,6491,0,False,False,False,True,0,3549713888.0,1429.0,蓬勃H,,Neutral
$伊利股份(SH600887)$ $新能源(CSI000941)$ $东阿阿胶(SZ000423)$ 有没有什么好的学习书籍介绍一下,2023/7/27 21:24,,0,2,0,12069,0,False,False,False,True,0,5804855416.0,21.0,略有荼,路人,Neutral
$光伏产业(CSI931151)$ $半导体(CSIH30184)$ $新能源(CSI000941)$ ，7层仓位，死扛了，以为丢了恒科，这边低位还能赚钱，结果又是巨坑，等9月吧,2023/8/16 12:30,,2,0,0,14370,0,False,False,False,True,0,6656089229.0,2.0,或许想回本,路人,Bearish
我对A股已经失去信心了19年初开始玩，到现在4年赔了30多万，老家一套房首付出来了本来想着股票挣钱，财富自由现在想想努力工作挣钱才是王道如果股票投资挣钱这么简单就没有打工了的以后把借钱买股票的钱还掉不玩A股了少资金玩点有把握的，短期投资,2023/6/3 14:53,,50,76,3,79067,1,False,False,False,True,0,7377966687.0,134.0,学习加情绪,,Bearish
7月28日，北向资金成交净买入164.03亿元；$宁德时代(SZ300750)$ 获净买入6.32亿元，为连续第4日净买入，其间宁德时代获深股通累计成交73.40亿元，合计净买入36.56亿元。此外，多家卖方机构上调宁德时代评级。截至7月28日收盘，宁德时代股价报收于230.05元/股，涨幅为1.35%。从消息层面来看是...,2023/7/29 10:47,宁德时代半年净赚207亿背后的隐忧：动力电池产能利用率下滑,0,1,1,16354,0,False,False,False,True,0,1001246780.0,312.0,财知纵横,,Bullish
随着全球碳中和以及新能源汽车渗透率的快速增长，新型储能行业保持高度景气，其中锂电池因高能量密度、长循环寿命和低污染等优良性能，在电化学储能市场中占据主导地位。2023H1 国内动力电池总装机量142.81GWh，同比+42.47%；其中，宁德时代23H1 装机量65.58GWh，同比+29.84%，市占率45.92%；比亚...,2023/8/1 12:29,锂电池行业迎来加速期！产量大增，能否再度成为市场焦点？,0,1,0,7493,1,False,False,False,True,0,4252581871.0,1275.0,查无此股,,Bullish
几个场外基金，从2月份开始买，计划买到9月份买满，当前整体应该是套不到1个点。$中证医疗(SZ399989)$ 8.5层仓，医疗很可能是已经见大底；$中证畜牧(CSI930707)$ 6层仓；$新能源(CSI000941)$ 6层仓；半导体 3层仓，这周开始建仓和加仓。,2023/7/28 12:56,,3,0,1,25165,0,False,False,False,True,0,1344991941.0,634.0,老王20块,,Bullish
越来越多的企业，在拥抱采购清洁电力以达到碳减排目标的全新方式。所以最近绿证核发交易制度的完善，对行业还是很重要的$能链智电(NAAS)$ $新能源(CSI000941)$,2023/8/8 15:13,,0,1,0,4437,0,False,False,False,True,0,8037040557.0,2.0,你那里下雪了,路人,Bullish
$上证指数(SH000001)收盘后，好消息紧跟着。$新能源(CSI000941)$ $人工智能(BK0559)$工信部等四部门印发新产业标准化领航工程实施方案（2023─2035年）；工信部等四部门印发《新产业标准化领航工程实施方案（2023─2035年）》，《实施方案》主要聚焦新兴产业与未来产业标准化...,2023/8/22 13:23,,1,0,0,6568,0,False,False,False,True,0,,,函数xfx,,Bullish
